ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,LC_LO,LC_LA,FCLTY_ID,OPNNG_YEAR,ADTION_DC,FCLTY_SEAT_CO,PRFPLC_CO,TEL_NO,HMPG_ADDR,FCLTY_SEAT_CO,PBLPRFR_CAS_CO,RASNG_CUTIN_CAS_CO,VIEWNG_CAS_CO,ADVANTK_CAS_CO,PRVATE_PUBLIC_AT,UPDT_DT,ORIGIN_NM,FILE_NM,BASE_DE
KCWKPRF22N000000400,문화시설,공연장,셔우드아트홀,부산광역시,금정구,2641010800,장전동,2641060000,장전1동,2.64E+11,부산광역시 금정구 금강로321번길 15 (장전동),46287,마라442946,129.0856517,35.2367675,1144281.526,1694637.232,FC001860,2016,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000401,문화시설,공연장,소극장 6번출구,부산광역시,수영구,2650010500,남천동,2650066000,남천1동,2.63E+11,부산광역시 수영구 수영로 477 (남천동),48265,마라466848,129.110388,35.1485394,1146691.086,1684887.683,FC001539,2009,민간(대학로 외),90,1,051-625-2117,http://blog.naver.com/mac1986,90,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000402,문화시설,공연장,소극장 ZONE,강원도,춘천시,4211012000,후평동,4211061100,후평3동,2.64E+11,강원도 춘천시 세실로 267 (후평동),24302,라사223867,127.7545721,37.880648,1022386.944,1986788.32,FC000204,2007,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000403,문화시설,공연장,소극장 고도,대전광역시,중구,3014010500,대흥동,3014057500,대흥동,3.01E+11,대전광역시 중구 중앙로112번길 13 (대흥동),34912,다바930143,127.4229203,36.326843,993081.7682,1814388.847,FC001438,2010,민간(대학로 외),80,1,042-226-3861,,80,8,8,16,67,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000404,문화시설,공연장,소극장 공터 다,경상북도,구미시,4719010100,원평동,4719053500,원평동,4.72E+11,경상북도 구미시 금오시장로 4 (원평동),39229,라마756923,128.3405096,36.1252897,1075633.961,1792357.113,FC000550,2004,민간(대학로 외),100,1,054-444-0604,http://cafe.daum.net/gumire,100,10,10,10,63,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000405,문화시설,공연장,소극장 길,대구광역시,남구,2720010300,대명동,2720058600,대명3동,2.72E+11,대구광역시 남구 명덕로22길 27 (대명동),42402,라마976626,128.5812039,35.8559167,1097625.121,1762692.264,FC001228,2016,민간(대학로 외),100,1,010-9260-3520,https://www.facebook.com/%EA%B7%B9%EB%8B%A8%ED%95%98%EB%A3%A8-1838948139710786/?ref=page_internal,100,7,7,50,567,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000406,문화시설,공연장,소극장 날개,경상남도,진주시,4817012600,평거동,4817071000,평거동,4.82E+11,경상남도 진주시 진양호로 257 (평거동),52677,라라512869,128.0627396,35.1768905,1051240.445,1686989.784,FC000493,2019,민간(대학로 외),70,1,010-2486-9885,https://es-la.facebook.com/pg/nalgaecultureplace/posts/,70,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000407,문화시설,공연장,소극장 마당 [대전],대전광역시,중구,3014010500,대흥동,3014057500,대흥동,3.01E+11,대전광역시 중구 대종로 456 (대흥동),34925,다바935142,127.4280386,36.3254769,993541.0448,1814236.965,FC002299,2010,민간(대학로 외),90,1,,,90,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000408,문화시설,공연장,소극장 마술여행,전라남도,목포시,4611015800,상동,4611075800,신흥동,1.13E+11,전라남도 목포시 평화로 38-5 (상동),58750,다라020449,126.4289704,34.7943622,902020.8949,1644946.581,FC001241,2014,민간(대학로 외),0,1,,,0,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000409,문화시설,공연장,소극장 소금창고,대구광역시,남구,2720010300,대명동,2720058600,대명3동,2.72E+11,대구광역시 남구 계명중앙1길 48 (대명동),42402,라마977626,128.5823068,35.8558049,1097724.846,1762680.965,FC001425,2018,민간(대학로 외),100,1,053-655-7139,https://blog.naver.com/goorigoal7,100,5,5,15,32,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000410,문화시설,공연장,소극장 쇠내골,충청북도,청주시,4311111100,석교동,4311154500,성안동,3.01E+11,충청북도 청주시 상당구 단재로 28,28711,다바993475,127.4927087,36.6258479,999348.084,1847552.776,FC001132,2014,민간(대학로 외),115,1,010-6889-7388,http://himusical.com/,115,8,7,72,960,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000411,문화시설,공연장,소극장 아고고,전라남도,순천시,4615011900,장천동,4615061000,장천동,1.15E+11,전라남도 순천시 중앙로 68 (장천동),57956,다라985618,127.4840443,34.951563,998543.1585,1661856.703,FC001537,2019,민간(대학로 외),70,1,010-9125-9127,https://agogo.modoo.at/,70,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000412,문화시설,공연장,소극장 알과핵,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 동숭길 25 (동숭동),3086,다사561535,127.0035688,37.5799011,956167.0661,1953506.632,FC001568,1998,민간(대학로),176,1,02-745-8833,,176,20,20,99,1876,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000413,문화시설,공연장,소극장 연극바보들,강원도,춘천시,4211011200,효자동,4211064000,효자3동,4.21E+11,강원도 춘천시 서부대성로239번길 7 (효자동),24289,라사215859,127.7448632,37.8733394,1021535.274,1985975.146,FC002434,2019,민간(대학로 외),74,1,010-4610-8343,http://scmooha.com/,74,1,1,53,513,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000414,문화시설,공연장,소극장 울림터(극단 메카네),경기도,수원시,4111512700,남수동,4111574000,행궁동,4.11E+11,경기도 수원시 팔달구 창룡대로 20 (남수동) 3층,16256,다사573204,127.0188094,37.2816988,957343.8809,1920416.359,FC002171,2017,민간(대학로 외),70,1,031-243-5147,https://cafe.naver.com/machanetheater2013,70,2,2,18,138,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000415,문화시설,공연장,소극장 창덕궁,서울특별시,종로구,1111017200,명륜4가,1111065000,혜화동,1.11E+11,서울특별시 종로구 창경궁로 227(명륜4가),3073,다사556537,126.9977518,37.5824263,955654.9422,1953789.521,FC001450,2008,민간(대학로 외),80,1,,,80,10,10,106,1710,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000416,문화시설,공연장,소극장 푸른가시,울산광역시,중구,3111010500,옥교동,3111058500,중앙동,3.11E+11,울산광역시 중구 문화의거리 24 (옥교동),44530,마마651304,129.3217626,35.5564664,1165114.673,1730467.63,FC002640,2013,민간(대학로 외),60,1,,,60,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000417,문화시설,공연장,소극장 품,울산광역시,중구,3111010600,성남동,3111058500,중앙동,3.11E+11,울산광역시 중구 장춘로 110 (성남동),44529,마마650305,129.3205858,35.5570434,1165006.819,1730529.661,FC000383,2008,민간(대학로 외),70,1,,,70,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000418,문화시설,공연장,소극장 플랫폼74,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 동숭길 74 (동숭동),3085,다사562536,127.0043015,37.5815333,956232.7166,1953687.375,FC002701,2020,민간(대학로),101,1,010-5150-9402,,101,14,14,68,1511,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000419,문화시설,공연장,소극장 함세상,대구광역시,남구,2720010300,대명동,2720058600,대명3동,2.71E+11,대구광역시 남구 명덕로 98 - 2,42402,라마975627,128.5807594,35.8567215,1097583.997,1762781.088,FC001298,2015,민간(대학로 외),70,1,,,70,1,1,3,36,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000420,문화시설,공연장,소극장 혜화당(구. 까망소극장),서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로12길 63 (동숭동),3086,다사562536,127.0040212,37.5812241,956207.7864,1953653.201,FC001855,1993,민간(대학로),105,1,02-742-1505,http://blog.naver.com/hehwadang,105,25,25,147,1242,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000421,문화시설,공연장,소극장공유(구. 키작은소나무극장),서울특별시,종로구,1111016900,혜화동,1111065000,혜화동,1.11E+11,서울특별시 종로구 창경궁로 303 (혜화동),3076,다사561543,127.0032055,37.5876012,956139.5059,1954361.091,FC001613,2009,민간(대학로),80,1,02-2038-3031,https://theater0you.modoo.at/,80,18,18,128,510,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000422,문화시설,공연장,소나무극장,경기도,광명시,4121010300,하안동,4121063300,하안3동,4.12E+11,경기도 광명시 하안로288번길 15 (하안동),14306,다사452405,126.8813411,37.4622473,945288.8956,1940517.614,FC002376,1997,민간(대학로 외),200,1,,,200,1,1,1,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000423,문화시설,공연장,소월아트홀(성동문화회관),서울특별시,성동구,1120010700,행당동,1120056000,행당1동,1.11E+11,서울특별시 성동구 왕십리로 281,4744,다사590512,127.0360074,37.5593111,959020.0048,1951207.636,FC000275,1989,공공(문예회관),520,1,02-2204-6400,http://www.sdfac.or.kr/main/index.html,520,4,4,22,1051,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000424,문화시설,공연장,속초문화예술회관,강원도,속초시,4221010100,영랑동,4221051000,영랑동,3.11E+11,강원도 속초시 번영로 155 (영랑동),24821,라아952241,128.5883724,38.2130461,1095280.443,2024198.171,FC002374,1990,공공(문예회관),707,2,033-639-2080,,707,13,13,23,4129,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000425,문화시설,공연장,솔가람아트홀,경기도,파주시,4148012200,와동동,4148055000,운정1동,4.15E+11,경기도 파주시 가람로116번길 170 (와동동),10895,다사350703,126.7633962,37.7305123,935091.7581,1970355.8,FC001876,2014,공공(문예회관),300,1,031-950-1958,https://www.pajucf.or.kr:446/solgaram/facility.php,300,9,9,9,851,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000426,문화시설,공연장,솜리문화예술회관,전라북도,익산시,4514011200,마동,4514058000,마동,4.51E+11,전라북도 익산시 선화1로 106 (마동),54597,다마520715,126.9684516,35.9390994,952055.7838,1771509.233,FC001868,1996,공공(문예회관),840,2,00-1577-0072,http://arts.iksan.go.kr/index.iksan?menuCd=DOM_000000103002002000,840,12,12,26,2680,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000427,문화시설,공연장,송상헌의 난타 소극장,대전광역시,대덕구,3023011000,비래동,3023053300,비래동,3.02E+11,대전광역시 대덕구 비래동로 43 (비래동),34417,다바956178,127.4509797,36.3577562,995601.9578,1817816.128,FC001854,2015,민간(대학로 외),86,1,,,86,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000428,문화시설,공연장,송죽씨어터,대구광역시,중구,2711015100,화전동,2711056500,성내1동,2.71E+11,대구광역시 중구 교동길 15 (화전동),41909,라마988646,128.595486,35.8734401,1098892.968,1764650.285,FC000210,2009,민간(대학로 외),260,1,053-252-5733,http://songjuk.alltheway.kr/,260,2,2,146,3757,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000429,문화시설,공연장,수성아트피아,대구광역시,수성구,2726011200,지산동,2726065100,지산1동,1.12E+11,대구광역시 수성구 무학로 180 (지산동),42188,마마019597,128.6282735,35.8292832,1101909.414,1759786.124,FC001299,2007,공공(문예회관),1460,2,053-666-3300,http://www.ssartpia.kr,1460,133,133,169,42771,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000430,문화시설,공연장,수아트홀,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,"부산광역시 해운대구 중동1로19번길 14 (중동, 해운오피스텔)",48095,마라514866,129.1625217,35.1633457,1151412.972,1686608.036,FC000847,2013,민간(대학로 외),110,1,,,110,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000431,문화시설,공연장,수원SK아트리움,경기도,수원시,4111113000,정자동,4111157100,정자1동,4.11E+11,경기도 수원시 장안구 이목로 24-25 (정자동),16336,다사544235,126.9864012,37.3095767,954487.769,1923524.241,FC002658,2014,공공(문예회관),1250,2,031-250-5300,http://www.suwonskartrium.or.kr/,1250,35,35,47,12296,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000432,문화시설,공연장,수원시민회관,경기도,수원시,4111513600,매산로3가,4111566000,매산동,4.11E+11,경기도 수원시 팔달구 팔달산로 28,16444,다사566195,127.0113034,37.2735969,956673.8485,1919520.95,FC002062,1962,공공(문예회관),376,1,,,376,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000433,문화시설,공연장,수원청소년문화센터,경기도,수원시,4111514100,인계동,4111573000,인계동,4.11E+11,경기도 수원시 팔달구 권광로 293 (인계동),16486,다사587195,127.0352697,37.2736408,958798.6546,1919515.113,FC002372,2000,공공(기타),617,2,031-218-0400,http://www.syf.or.kr/web/page.do?menuIdx=358,617,1,1,1,157,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000434,문화시설,공연장,수정청소년수련관,경기도,성남시,4113110100,신흥동,4113152000,신흥2동,4.11E+11,경기도 성남시 수정구 희망로509번길 20 (신흥동),13268,다사690389,127.1501845,37.4493017,969058.8384,1938959.177,FC001283,1994,공공(기타),412,1,,,412,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000435,문화시설,공연장,순위아트홀1관 [대학로],서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로10길 11 (동숭동),3086,다사561537,127.0028053,37.581853,956100.7977,1953723.542,FC000906,2014,민간(대학로),221,1,02-766-7667,,221,0,0,0,0,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000436,문화시설,공연장,순창향토회관,전라북도,순창군,4577025022,순창읍 남계리,4577025000,순창읍,4.58E+11,전라북도 순창군 순창읍 장류로 407-11,56033,다마679091,127.1468543,35.3776507,967923.5607,1709166.611,FC002588,1997,공공(문예회관),465,1,,,465,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000437,문화시설,공연장,순천문화예술회관,전라남도,순천시,4615010800,석현동,4615055000,삼산동,3.11E+11,전라남도 순천시 삼산로 16 (석현동),57938,다라986639,127.4852376,34.9705555,998652.4242,1663962.869,FC001927,1993,공공(문예회관),1066,2,061-749-8612,http://art.suncheon.go.kr/scart/,1066,21,21,40,8825,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000438,문화시설,공연장,스퀘어 원,인천광역시,연수구,2818510500,동춘동,2818579500,동춘3동,2.82E+11,인천광역시 연수구 청능대로 210 - 0 연수 SQUARE-1,21975,다사277344,126.6836221,37.4059982,927749.2888,1934410.287,FC001379,2012,민간(대학로 외),100,1,032-456-4000,www.square1.co.kr,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000439,문화시설,공연장,스튜디오SK,서울특별시,종로구,1111017300,명륜3가,1111065000,혜화동,1.11E+11,서울특별시 종로구 성균관로 15-10 (명륜3가),3073,다사556539,126.9971181,37.5839023,955599.8671,1953953.575,FC002632,2013,민간(대학로),80,1,02-747-5035,https://studiosk.modoo.at/?link=e83k576a#,80,4,4,21,314,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000440,문화시설,공연장,슬로우시티,서울특별시,서초구,1165010800,서초동,1165053100,서초4동,1.17E+11,서울특별시 서초구 서운로 162 (서초동),6616,다사579444,127.0240166,37.4979012,957926.488,1944399.86,FC001092,,민간(대학로 외),46,1,,,46,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000441,문화시설,공연장,시네코아 쉐프 전용관(구. 시네코아 비밥 전용관),서울특별시,종로구,1111013500,관철동,1111061500,종로1.2.3.4가동,1.11E+11,서울특별시 종로구 삼일대로 386 (관철동),3191,다사547522,126.9880791,37.5689505,954792.7575,1952299.055,FC002108,2006,민간(대학로 외),378,1,02-766-0815,http://bibap.modoo.at/,378,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000442,문화시설,공연장,"시온아트홀 (구. JK아트홀, 샘아트홀)",서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로8가길 52 (동숭동),3086,다사560538,127.0026493,37.5829828,956087.6874,1953848.961,FC000908,2017,민간(대학로),134,1,070-8719-9106,https://www.wwww.theblessed.net/,134,10,8,86,1657,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000443,문화시설,공연장,시흥ABC행복학습센터,경기도,시흥시,4139010100,대야동,4139051000,대야동,4.14E+11,경기도 시흥시 소래산길 11 (대야동),14902,다사367390,126.7846944,37.4485081,936730.2617,1939053.851,FC001134,2014,공공(기타),466,2,,,466,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000444,문화시설,공연장,시흥시 여성비전센터,경기도,시흥시,4139013200,정왕동,4139059100,정왕1동,4.14E+11,경기도 시흥시 정왕대로233번길 21 (정왕동),15055,다사327279,126.7404649,37.3478368,932728.1163,1927915.662,FC001169,2003,공공(기타),301,1,,,301,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000445,문화시설,공연장,시흥시청소년수련관,경기도,시흥시,4139010100,대야동,4139051000,대야동,1.16E+11,경기도 시흥시 은행로 179 (대야동),14914,다사378387,126.7969065,37.4460433,937808.4123,1938772.266,FC001820,2007,공공(기타),312,1,,,312,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000446,문화시설,공연장,시흥시평생학습센터,경기도,시흥시,4139010100,대야동,4139051000,대야동,4.14E+11,경기도 시흥시 은행로173번길 14 (대야동),14914,다사378387,126.7968252,37.4455334,937800.7987,1938715.75,FC001828,1995,공공(기타),450,1,,,450,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000447,문화시설,공연장,신라대학교 예음관 소극장,부산광역시,사상구,2653010400,괘법동,2653062000,괘법동,2.65E+11,부산광역시 사상구 백양대로700번길 140 - 0 신라대학교,46958,마라363873,128.9977969,35.1720525,1136395.011,1687335.365,FC001615,1994,민간(대학로 외),273,1,,,273,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000448,문화시설,공연장,신세계 문화홀 8층 [대구],대구광역시,동구,2714010200,신천동,2714058000,신천4동,2.71E+11,대구광역시 동구 동부로 149 (신천동),41229,마마019651,128.62919,35.8779407,1101929.891,1765184.107,FC002409,2016,민간(대학로 외),450,1,053-661-1510,http://www.shinsegae.com/culture/hallintro/hallintro01.jsp,450,2,2,12,1249,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000449,문화시설,공연장,신세계 문화홀 [센텀시티],부산광역시,해운대구,2635010500,우동,2635052000,우2동,2.64E+11,부산광역시 해운대구 센텀남대로 35 (우동),48058,마라483871,129.1295233,35.1688178,1148397.444,1687165.23,FC001873,2009,민간(대학로 외),0,1,051-745-1168,http://shinsegae.com/culture/hallintro/hallintro01.jsp,0,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000450,문화시설,공연장,신세계 문화홀 [충청],충청남도,천안시,4413111800,신부동,4413159000,신안동,3.61E+11,충청남도 천안시 동남구 만남로 43 (신부동),31120,다바694690,127.1578465,36.8193302,969484.5984,1869069.972,FC001137,,민간(대학로 외),322,1,041-640-5511,http://department.shinsegae.com/culture/hallintro/hallintro01.jsp,322,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000451,문화시설,공연장,신촌문화발전소,서울특별시,서대문구,1141011600,창천동,1141058500,신촌동,1.14E+11,서울특별시 서대문구 연세로2나길 57 (창천동),3777,다사505511,126.9397551,37.557963,950518.0109,1951104.39,FC001603,2018,공공(기타),80,1,02-330-4393,https://www.scas.or.kr/,80,8,8,37,369,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000452,문화시설,공연장,신한pLay 스퀘어 (구. 신한카드 판스퀘어),서울특별시,마포구,1144012000,서교동,1144066000,서교동,1.14E+11,서울특별시 마포구 양화로11길 60 (서교동),4035,다사481504,126.9135099,37.5522243,948195.9874,1950481.85,FC000298,2012,민간(대학로 외),723,2,,,723,5,4,494,59212,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000453,문화시설,공연장,쌍벽루아트홀,경상남도,양산시,4833010600,신기동,4833052000,삼성동,4.83E+11,경상남도 양산시 신기강변로 26 (신기동),50573,마마393071,129.0341247,35.3500216,1139398.227,1707125.129,FC000372,2019,공공(기타),250,1,055-379-8560,https://rent.yssisul.or.kr/ycsrent/#/,250,9,9,24,2082,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000454,문화시설,공연장,씨어터 송,서울특별시,서초구,1165010800,서초동,1165053000,서초3동,1.17E+11,서울특별시 서초구 법원로3길 22 (서초동),6595,다사565438,127.0082695,37.4932187,956531.8347,1943887.523,FC000537,2012,민간(대학로 외),100,1,070-8843-0088,http://www.theatresong.com/,100,2,2,8,122,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000455,문화시설,공연장,씨어터 제이,충청북도,청주시,4311110200,북문로1가,4311154500,성안동,4.31E+11,충청북도 청주시 상당구 상당로69번길 12-6 (북문로1가),28526,다바991485,127.4900025,36.634769,999106.2253,1848542.383,FC000871,2005,민간(대학로 외),180,1,043-256-3338,http://cafe.daum.net/theatrej/,180,2,2,4,27,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000456,문화시설,공연장,씨어터 쿰,서울특별시,종로구,1111017100,명륜2가,1111065000,혜화동,1.11E+11,서울특별시 종로구 창경궁로 253-7 (명륜2가),3075,다사558540,126.9995285,37.5844227,955812.9936,1954010.175,FC001554,,민간(대학로),111,1,02-6085-0015,,111,18,18,175,2483,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000457,문화시설,공연장,씨어터연바람,광주광역시,동구,2911010800,동명동,2911054500,동명동,2.63E+11,광주광역시 동구 동명로 19-10 (동명동),61430,다라474841,126.9228959,35.1510632,947434.96,1684133.004,FC000018,2014,민간(대학로 외),80,1,,,80,1,1,1,5,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000458,문화시설,공연장,씨어터조이 (구. 마당세실극장),서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 이화장길 78 (동숭동),3088,다사562533,127.0046425,37.5786826,956261.1574,1953370.945,FC000581,1997,민간(대학로),80,1,,,80,16,16,121,2233,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
