번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,sum
1999,영화상영관,03_13_02_P,3640000,CDFF4220002011000001,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV대전터미널 1관,2021/04/26 16:49,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2000,영화상영관,03_13_02_P,3640000,CDFF4220002011000002,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV대전터미널 2관,2021/04/26 16:48,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2001,영화상영관,03_13_02_P,3640000,CDFF4220002011000003,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV 대전터미널 4DX관,2021/04/26 16:47,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2002,영화상영관,03_13_02_P,3640000,CDFF4220002011000004,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV대전터미널 4관,2021/04/26 16:46,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2003,영화상영관,03_13_02_P,3640000,CDFF4220002011000005,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV대전터미널 5관,2021/04/26 16:49,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2004,영화상영관,03_13_02_P,3640000,CDFF4220002011000006,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV대전터미널 6관,2021/04/26 16:44,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2005,영화상영관,03_13_02_P,3640000,CDFF4220002011000007,2011-12-21,,1,영업/정상,13,영업중,,,,,042-623-6181,,,대전광역시 동구 용전동 68-2 대전복합터미널 동관 3~4층,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전복합터미널 동관 3~4층)",34551,CGV대전터미널 7관,2021/04/26 16:43,U,2021/04/28 2:40,,239202.8467,316830.0761,영화상영관,,4,,,,4,1,,,,,,,,,,,,,,,,,,,,영화관,,20111221,,1
2006,영화상영관,03_13_02_P,3290000,CDFF4220002010000006,2010-08-25,,1,영업/정상,13,영업중,,,,,070-7465-3984,,,부산광역시 부산진구 전포동 668-1 엔씨서면점 6층,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층 (전포동)",47293,롯데시네마 서면 제6관,2023/06/06 6:06,U,2023/06/08 2:40,,387920.2921,186157.3162,영화상영관,,9,,,0,7,2,문화시설,1.2,0,0,0,,,,,,,,,,,,0,,,영화관,,20100825,일반상업지역,1
2007,영화상영관,03_13_02_P,3290000,CDFF4220002010000007,2010-08-25,,1,영업/정상,13,영업중,,,,,070-7465-3984,,,부산광역시 부산진구 전포동 668-1 엔씨서면점 6층,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층 (전포동)",47293,롯데시네마 서면 제7관,2023/06/06 6:06,U,2023/06/08 2:40,,387920.2921,186157.3162,영화상영관,,9,,,0,7,2,문화시설,1.3,0,0,0,,,,,,,,,,,,0,,,영화관,,20100825,일반상업지역,1
2008,영화상영관,03_13_02_P,3290000,CDFF4220002000000017,2000-12-13,,1,영업/정상,13,영업중,,,,,818-2440,,,부산광역시 부산진구 부전동 205-2 대한시네마,"부산광역시 부산진구 중앙대로692번길 16, 대한시네마 (부전동)",47296,대한시네마 제2관,2021/06/21 9:34,U,2021/06/23 2:40,,387658.3526,185836.3426,영화상영관,영화상영관,,,,,5,1,,1,,,,,,,,,,,,,,,,,,영화관,,20001213,,1
2009,영화상영관,03_13_02_P,3290000,CDFF4220002000000018,2000-12-13,,1,영업/정상,13,영업중,,,,,818-2440,,,부산광역시 부산진구 부전동 205-2 대한시네마,"부산광역시 부산진구 중앙대로692번길 16, 대한시네마 (부전동)",47296,대한시네마 제1관,2021/06/21 9:34,U,2021/06/23 2:40,,387658.3526,185836.3426,영화상영관,영화상영관,,,,,5,1,,1,,,,,,,,,,,,,,,,,,영화관,,20001213,,1
2010,영화상영관,03_13_02_P,3290000,CDFF4220002001000011,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제11관,2023/06/06 5:58,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2011,영화상영관,03_13_02_P,3290000,CDFF4220002000000001,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 4DX관,2023/08/30 15:01,U,2023/09/01 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,,,0,8,6,,1.2,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2012,영화상영관,03_13_02_P,3290000,CDFF4220002000000006,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV 서면 SCREENX관,2023/06/06 5:45,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,,,0,8,6,,1.22,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2013,영화상영관,03_13_02_P,3290000,CDFF4220002000000007,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 BUSINESS관,2023/06/06 5:46,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,기타,,181.3,8,6,근린생활시설,1.35,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2014,영화상영관,03_13_02_P,3290000,CDFF4220002000000008,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 4관,2023/06/06 5:46,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,,,0,8,6,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2015,영화상영관,03_13_02_P,3290000,CDFF4220002000000009,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 ART1관,2023/06/06 5:46,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,0,,,0,8,6,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2016,영화상영관,03_13_02_P,3290000,CDFF4220002000000010,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 6관,2023/06/06 5:47,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,,,0,8,6,,1032,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2017,영화상영관,03_13_02_P,3290000,CDFF4220002000000011,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 7관,2023/06/06 5:47,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,,,0,8,6,,1.5,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2018,영화상영관,03_13_02_P,3290000,CDFF4220002000000012,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 8관,2023/06/06 5:48,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,14,,,0,8,6,,1.17,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2019,영화상영관,03_13_02_P,3290000,CDFF4220002000000019,2000-12-13,,1,영업/정상,13,영업중,,,,,818-2440,,,부산광역시 부산진구 부전동 205-2 대한시네마,"부산광역시 부산진구 중앙대로692번길 16, 대한시네마 (부전동)",47296,대한시네마 제3관,2021/06/21 9:34,U,2021/06/23 2:40,,387658.3526,185836.3426,영화상영관,영화상영관,,,,,5,1,,1,,,,,,,,,,,,,,,,,,영화관,,20001213,,1
2020,영화상영관,03_13_02_P,3290000,CDFF4220002000000020,2000-12-13,,1,영업/정상,13,영업중,,,,,818-2440,,,부산광역시 부산진구 부전동 205-2 대한시네마,"부산광역시 부산진구 중앙대로692번길 16, 대한시네마 (부전동)",47296,대한시네마 제4관,2021/06/21 9:34,U,2021/06/23 2:40,,387658.3526,185836.3426,영화상영관,영화상영관,,,,,5,1,,1,,,,,,,,,,,,,,,,,,영화관,,20001213,,1
2021,영화상영관,03_13_02_P,3290000,CDFF4220002000000021,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 9관,2023/06/06 5:48,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,0,,,0,8,6,,1.8,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2022,영화상영관,03_13_02_P,3290000,CDFF4220002000000022,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 IMAX관,2023/06/06 5:49,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,0,,,0,8,6,,1.2,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2023,영화상영관,03_13_02_P,3290000,CDFF4220002000000023,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 ART2관,2023/06/06 5:49,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,0,,,0,8,6,,1.7,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2024,영화상영관,03_13_02_P,3290000,CDFF4220002000000024,2000-05-29,,1,영업/정상,13,영업중,,,,,910-1411,,,부산광역시 부산진구 전포동 892-20 지오플레이스 6층,"부산광역시 부산진구 동천로 4, 지오플레이스 6층 (전포동)",47299,CGV서면 2관,2023/06/06 5:50,U,2023/06/08 2:40,,388011.1978,185310.7053,영화상영관,영화상영관,0,,,0,8,6,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20000529,,1
2025,영화상영관,03_13_02_P,3290000,CDFF4220002001000001,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제1관,2023/06/06 5:54,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,47,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2026,영화상영관,03_13_02_P,3290000,CDFF4220002001000002,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제2관,2023/06/06 5:54,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2027,영화상영관,03_13_02_P,3290000,CDFF4220002001000003,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제3관,2023/06/06 5:55,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2028,영화상영관,03_13_02_P,3290000,CDFF4220002001000010,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제10관,2023/06/06 5:57,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2029,영화상영관,03_13_02_P,3290000,CDFF4220002001000004,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제4관,2023/06/06 5:55,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2030,영화상영관,03_13_02_P,3290000,CDFF4220002001000005,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제5관,2023/06/06 5:55,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2031,영화상영관,03_13_02_P,3290000,CDFF4220002001000006,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제6관,2023/06/06 5:56,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2032,영화상영관,03_13_02_P,3290000,CDFF4220002001000007,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제7관,2023/06/06 5:56,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2033,영화상영관,03_13_02_P,3290000,CDFF4220002001000008,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제8관,2023/06/06 5:57,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2034,영화상영관,03_13_02_P,3290000,CDFF4220002001000009,2001-06-09,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점 10층,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 10층 (부전동)",47285,롯데시네마 부산본점관 제9관,2023/06/06 5:57,U,2023/06/08 2:40,,387271.2995,186099.1375,영화상영관,영화상영관,0,,,0,42,5,,1,0,0,0,,,,,,,,,,,,0,,,영화관,,20010609,,1
2035,영화상영관,03_13_02_P,3290000,CDFF4220002010000002,2010-08-25,,1,영업/정상,13,영업중,,,,,070-7465-3984,,,부산광역시 부산진구 전포동 668-1 엔씨서면점 6층,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층 (전포동)",47293,롯데시네마 서면 제2관,2023/06/06 6:04,U,2023/06/08 2:40,,387920.2921,186157.3162,영화상영관,,9,,,0,7,2,문화시설,1.3,0,0,0,,,,,,,,,,,,0,,,영화관,,20100825,일반상업지역,1
2036,영화상영관,03_13_02_P,3290000,CDFF4220002010000003,2010-08-25,,1,영업/정상,13,영업중,,,,,070-7465-3984,,,부산광역시 부산진구 전포동 668-1 엔씨서면점 6층,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층 (전포동)",47293,롯데시네마 서면 제3관,2023/06/06 6:04,U,2023/06/08 2:40,,387920.2921,186157.3162,영화상영관,,9,,,0,7,2,문화시설,1.3,0,0,0,,,,,,,,,,,,0,,,영화관,,20100825,일반상업지역,1
2037,영화상영관,03_13_02_P,3290000,CDFF4220002010000004,2010-08-25,,1,영업/정상,13,영업중,,,,,070-7465-3984,,,부산광역시 부산진구 전포동 668-1 엔씨서면점 6층,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층 (전포동)",47293,롯데시네마 서면 제4관,2023/06/06 6:05,U,2023/06/08 2:40,,387920.2921,186157.3162,영화상영관,,9,,,0,7,2,문화시설,1.5,0,0,0,,,,,,,,,,,,0,,,영화관,,20100825,일반상업지역,1
2038,영화상영관,03_13_02_P,3290000,CDFF4220002010000005,2010-08-25,,1,영업/정상,13,영업중,,,,,070-7465-3984,,,부산광역시 부산진구 전포동 668-1 엔씨서면점 6층,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층층 (전포동)",47293,롯데시네마 서면 제5관,2023/06/06 6:05,U,2023/06/08 2:40,,387920.2921,186157.3162,영화상영관,,9,,,0,7,2,문화시설,1.5,0,0,0,,,,,,,,,,,,0,,,영화관,,20100825,일반상업지역,1
2039,영화상영관,03_13_02_P,3400000,CDFF4220002014000001,2014-12-23,,1,영업/정상,13,영업중,,,,,051-901-2103,,,부산광역시 기장군 기장읍 당사리 64,부산광역시 기장군 기장읍 기장해안로 147,46083,롯데시네마 동부산 제1관,2021/12/16 16:38,U,2021/12/18 2:40,,401473.9507,190354.2558,영화상영관,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,영화관,,20141223,,1
2040,영화상영관,03_13_02_P,3400000,CDFF4220002014000002,2014-12-23,,1,영업/정상,13,영업중,,,,,051-901-2103,,,부산광역시 기장군 기장읍 당사리 64,부산광역시 기장군 기장읍 기장해안로 147,46083,롯데시네마 동부산 제2관,2021/12/16 16:39,U,2021/12/18 2:40,,401473.9507,190354.2558,영화상영관,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,영화관,,20141223,,1
2041,영화상영관,03_13_02_P,3400000,CDFF4220002014000003,2014-12-23,,1,영업/정상,13,영업중,,,,,051-901-2103,,,부산광역시 기장군 기장읍 당사리 64,부산광역시 기장군 기장읍 기장해안로 147,46083,롯데시네마 동부산 제3관,2021/12/16 16:39,U,2021/12/18 2:40,,401473.9507,190354.2558,영화상영관,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,영화관,,20141223,,1
2042,영화상영관,03_13_02_P,3400000,CDFF4220002014000004,2014-12-23,,1,영업/정상,13,영업중,,,,,051-901-2103,,,부산광역시 기장군 기장읍 당사리 64,부산광역시 기장군 기장읍 기장해안로 147,46083,롯데시네마 동부산 제4관,2021/12/16 16:39,U,2021/12/18 2:40,,401473.9507,190354.2558,영화상영관,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,영화관,,20141223,,1
2043,영화상영관,03_13_02_P,3400000,CDFF4220002014000005,2014-12-23,,1,영업/정상,13,영업중,,,,,051-901-2103,,,부산광역시 기장군 기장읍 당사리 64,부산광역시 기장군 기장읍 기장해안로 147,46083,롯데시네마 동부산 제5관,2021/12/16 16:39,U,2021/12/18 2:40,,401473.9507,190354.2558,영화상영관,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,영화관,,20141223,,1
2044,영화상영관,03_13_02_P,3400000,CDFF4220002014000006,2014-12-23,,1,영업/정상,13,영업중,,,,,051-901-2103,,,부산광역시 기장군 기장읍 당사리 64,부산광역시 기장군 기장읍 기장해안로 147,46083,롯데시네마 동부산 제6관,2021/12/16 16:40,U,2021/12/18 2:40,,401473.9507,190354.2558,영화상영관,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,영화관,,20141223,,1
2045,영화상영관,03_13_02_P,3400000,CDFF4220002017000001,2017-12-01,,1,영업/정상,13,영업중,,,,,051-728-7108,,,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 5층",46024,메가박스 정관 1관,2017/12/01 14:58,I,2018/08/31 23:59,,398025.7114,204401.6914,영화상영관,,,,,,7,3,,,,,,,,,,,,,,,,,,,,영화관,,20171201,,1
2046,영화상영관,03_13_02_P,3400000,CDFF4220002017000002,2017-12-01,,1,영업/정상,13,영업중,,,,,051-728-7108,,,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 5층",46024,메가박스 정관 2관,2018/01/17 15:11,I,2018/08/31 23:59,,398025.7114,204401.6914,영화상영관,,,,,,7,3,,,,,,,,,,,,,,,,,,,,영화관,,20171201,,1
2047,영화상영관,03_13_02_P,3400000,CDFF4220002017000003,2017-12-01,,1,영업/정상,13,영업중,,,,,051-728-7108,,,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 7층",46024,메가박스 정관 3관,2018/01/17 15:11,I,2018/08/31 23:59,,398025.7114,204401.6914,영화상영관,,,,,,7,3,,,,,,,,,,,,,,,,,,,,영화관,,20171201,,1
2048,영화상영관,03_13_02_P,3400000,CDFF4220002017000004,2017-12-01,,1,영업/정상,13,영업중,,,,,051-728-7108,,,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 7층",46024,메가박스 정관 4관,2018/01/17 15:12,I,2018/08/31 23:59,,398025.7114,204401.6914,영화상영관,,,,,,7,3,,,,,,,,,,,,,,,,,,,,영화관,,20171201,,1
2049,영화상영관,03_13_02_P,3400000,CDFF4220002017000005,2017-12-01,,1,영업/정상,13,영업중,,,,,051-728-7108,,,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 7층",46024,메가박스 정관 5관,2018/01/17 15:12,I,2018/08/31 23:59,,398025.7114,204401.6914,영화상영관,,,,,,7,3,,,,,,,,,,,,,,,,,,,,영화관,,20171201,,1
2050,영화상영관,03_13_02_P,3400000,CDFF4220002017000006,2017-12-01,,1,영업/정상,13,영업중,,,,,051-728-7108,,,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 7층",46024,메가박스 정관 6관,2018/01/17 15:12,I,2018/08/31 23:59,,398025.7114,204401.6914,영화상영관,,,,,,7,3,,,,,,,,,,,,,,,,,,,,영화관,,20171201,,1
2051,영화상영관,03_13_02_P,3400000,CDFF4220002017000007,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 1관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2052,영화상영관,03_13_02_P,3400000,CDFF4220002017000008,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 2관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2053,영화상영관,03_13_02_P,3400000,CDFF4220002017000009,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 4관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2054,영화상영관,03_13_02_P,3400000,CDFF4220002017000010,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 5관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2055,영화상영관,03_13_02_P,3400000,CDFF4220002017000011,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 6관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
